id,a0,a1,a2,a3,a4,
uno,12.77780,11.17890,36.22690,0,-1,
uno,12.58810,60.44550,36.16060,0,-1,
uno,12.48220,273.02900,32.09460,0,-1,
uno,14.07690,268.11700,31.55770,0,-1,
uno,11.94340,264.05400,40.00240,0,-1,
uno,13.71430,205.99700,32.14290,0,-1,
uno,13.66670,60.57500,40.38890,0,-1,
uno,14.40000,12.41300,38.40000,0,-1,
uno,13.54550,186.33400,34.09470,0,-1,
uno,12.42860,14.12670,30.05360,0,-1,
uno,12.77770,282.23500,30.62170,0,-1,
uno,13.65000,2.40353,41.51250,0,-1,
uno,13.56970,285.10000,36.37840,0,-1,
uno,13.68750,195.74900,45.26560,0,-1,
uno,13.57890,132.32000,40.31580,0,-1,
uno,12.45730,59.09510,31.10590,0,-1,
uno,12.93100,104.27000,33.34910,0,-1,
uno,14.27270,352.24200,48.36740,0,-1,
uno,13.33330,340.88900,31.44440,0,-1,
uno,13.05880,227.72500,34.52940,0,-1,
uno,13.07140,120.97300,33.44640,0,-1,
uno,13.87250,123.08400,30.79090,0,-1,
uno,11.90910,72.00690,34.00380,0,-1,
uno,14.25630,77.81270,41.21140,0,-1,
uno,13.08880,164.32500,30.48320,0,-1,
uno,13.66670,294.50700,41.38890,0,-1,
uno,12.21470,356.70900,31.48190,0,-1,
uno,14.83090,251.04400,33.63430,0,-1,
uno,12.99140,49.39550,36.59700,0,-1,
uno,13.62860,86.18000,35.28930,0,-1,
uno,12.67090,256.79600,30.18390,0,-1,
uno,12.69230,36.13650,34.25960,0,-1,
uno,12.63640,301.92500,36.18560,0,-1,
uno,12.10340,309.66400,31.00430,0,-1,
uno,12.60000,150.67500,32.17500,0,-1,
uno,14.30770,265.77400,31.92310,0,-1,
uno,11.27590,217.64800,30.21120,0,-1,
uno,12.46900,12.33380,47.15850,0,-1,
uno,12.60000,127.30200,39.17500,0,-1,
uno,12.20450,91.26050,39.02070,0,-1,
uno,10.66670,39.59400,31.88890,0,-1,
uno,13.12100,23.33950,39.73690,0,-1,
uno,13.00000,5.03072,38.62500,0,-1,
uno,13.16670,318.86100,34.68060,0,-1,
uno,12.08240,20.99710,40.00500,0,-1,
uno,11.83330,188.50400,31.01390,0,-1,
uno,12.85710,105.53800,31.28570,0,-1,
uno,12.13040,26.82200,59.01630,0,-1,
uno,12.72620,18.64130,33.36220,0,-1,
uno,12.77330,298.63600,37.71970,0,-1,
uno,12.47370,222.24800,35.11840,0,-1,
uno,13.04190,358.30800,30.79640,0,-1,
uno,15.00000,263.11500,43.62500,0,-1,
uno,15.00000,149.40300,32.12500,0,-1,
uno,13.08000,248.38700,31.40500,0,-1,
uno,14.28000,59.62930,36.80500,0,-1,
uno,12.70370,75.08120,38.94750,0,-1,
uno,14.26650,96.67030,52.45630,0,-1,
uno,14.14290,277.92300,34.78570,0,-1,
uno,12.44140,13.20090,34.16230,0,-1,
uno,13.62130,41.87600,33.93450,0,-1,
uno,13.26320,257.75400,36.84210,0,-1,
uno,13.08000,348.25100,30.40500,0,-1,
uno,11.22220,44.15940,30.22690,0,-1,
uno,13.55170,232.94000,31.96980,0,-1,
uno,18.00000,231.81600,37.00000,0,-1,
uno,12.36590,45.96720,32.07620,0,-1,
uno,14.70000,297.22800,33.02500,0,-1,
uno,13.93560,37.79230,32.68980,0,-1,
uno,12.75000,66.31510,30.18750,0,-1,
uno,15.00000,198.12900,39.25000,0,-1,
uno,16.80730,243.43400,43.92010,0,-1,
uno,13.06270,293.67100,31.55800,0,-1,
uno,14.50000,140.43900,36.08330,0,-1,
uno,13.33750,244.39300,41.23720,0,-1,
uno,14.29990,202.30000,37.20870,0,-1,
uno,13.15380,215.36000,30.48080,0,-1,
uno,13.88890,224.96000,36.33800,0,-1,
uno,12.28300,243.11500,37.05900,0,-1,
uno,12.00000,40.15300,33.00000,0,-1,
uno,12.00000,270.35000,32.10350,0,-1,
uno,14.75000,174.00900,36.52080,0,-1,
uno,12.46820,113.70700,37.14510,0,-1,
uno,14.47830,225.58300,31.96200,0,-1,
uno,12.95450,344.78500,33.55680,0,-1,
uno,11.12900,62.43600,33.32660,0,-1,
uno,14.27270,103.58800,38.36740,0,-1,
uno,12.15790,188.59100,36.01320,0,-1,
uno,12.18750,113.71200,31.01560,0,-1,
uno,12.60000,271.18500,31.17500,0,-1,
uno,12.18750,209.22400,33.01560,0,-1,
uno,12.63640,107.86300,40.18560,0,-1,
uno,13.58300,25.88750,36.21650,0,-1,
uno,13.45160,222.43800,40.90730,0,-1,
uno,14.07690,30.82810,39.55770,0,-1,
uno,13.03410,266.79100,32.91660,0,-1,
uno,14.25040,33.43420,32.90460,0,-1,
uno,13.45270,51.97520,34.48990,0,-1,
uno,12.60000,266.42600,35.20000,0,-1,
uno,12.60000,142.92300,32.12500,0,-1,
uno,12.55930,134.47100,41.25630,0,-1,
uno,12.57320,74.85120,36.26670,0,-1,
uno,14.45450,129.21200,34.84090,0,-1,
uno,14.66670,215.02500,35.77780,0,-1,
uno,14.53850,69.71080,36.32690,0,-1,
uno,13.95650,291.93100,33.22280,0,-1,
uno,12.33330,21.21280,37.06940,0,-1,
uno,12.35290,15.30250,32.05880,0,-1,
uno,11.74290,75.70080,33.03210,0,-1,
uno,13.64150,355.95600,45.98350,0,-1,
uno,11.65380,346.21900,33.08650,0,-1,
uno,13.66670,336.70900,44.38890,0,-1,
uno,11.16000,17.43320,32.24500,0,-1,
uno,12.14290,20.17840,35.01190,0,-1,
uno,13.55170,237.90300,31.96980,0,-1,
uno,12.58650,71.53480,31.49230,0,-1,
uno,11.81250,342.32600,30.01560,0,-1,
uno,12.00000,249.68400,35.00000,0,-1,
uno,12.39860,191.74700,34.10520,0,-1,
uno,13.11430,22.13110,47.60360,0,-1,
uno,13.44440,60.29060,31.78240,0,-1,
uno,13.11490,274.45000,46.39280,0,-1,
uno,12.69230,75.43310,44.25960,0,-1,
uno,14.46670,195.86400,59.80280,0,-1,
uno,12.31580,203.57800,32.05260,0,-1,
uno,12.88240,195.24700,35.36760,0,-1,
uno,11.06250,84.68270,30.39060,0,-1,
uno,12.47370,287.39200,35.11840,0,-1,
uno,13.00000,19.66170,31.45830,0,-1,
uno,11.75680,68.92260,47.03040,0,-1,
uno,12.96500,56.32380,35.94600,0,-1,
uno,14.75000,241.83000,33.52080,0,-1,
uno,14.43750,226.12400,44.64060,0,-1,
uno,11.74290,134.41200,31.03210,0,-1,
uno,12.09090,157.00400,34.00380,0,-1,
uno,14.00000,92.39680,50.33330,0,-1,
uno,12.48390,155.23400,34.08960,0,-1,
uno,14.38920,98.35040,49.24140,0,-1,
uno,13.25810,93.98410,32.68140,0,-1,
uno,12.81820,144.49700,35.30680,0,-1,
uno,13.10530,13.68460,31.32240,0,-1,
uno,13.05880,93.18520,32.52940,0,-1,
uno,12.28630,83.09720,36.00380,0,-1,
uno,13.22750,84.57720,32.89920,0,-1,
uno,13.98220,264.85800,38.03730,0,-1,
uno,13.23530,54.41150,30.36030,0,-1,
uno,11.11760,41.79620,30.36760,0,-1,
uno,12.09680,151.15300,30.00400,0,-1,
uno,13.58180,11.56890,45.28400,0,-1,
uno,12.30970,97.24450,31.04590,0,-1,
uno,13.06450,35.01810,35.48790,0,-1,
uno,12.83330,253.81400,42.34720,0,-1,
uno,13.40410,193.53200,39.28260,0,-1,
uno,13.31360,188.54400,34.44900,0,-1,
uno,12.13040,64.76980,37.01090,0,-1,
uno,14.45450,198.27000,38.84090,0,-1,
uno,15.81820,352.62300,37.45460,0,-1,
uno,11.60000,237.02900,32.06670,0,-1,
uno,12.29030,187.00400,40.03630,0,-1,
uno,12.71820,124.31400,31.19650,0,-1,
uno,11.58240,257.42200,32.32760,0,-1,
uno,14.21050,335.40400,35.57890,0,-1,
uno,11.85710,11.59880,31.01190,0,-1,
uno,12.75000,51.84300,30.18750,0,-1,
uno,12.10000,42.97610,39.99560,0,-1,
uno,11.94920,14.15020,32.00110,0,-1,
uno,13.90460,220.38400,37.07210,0,-1,
uno,11.62500,209.57000,37.06250,0,-1,
uno,13.28570,220.03500,33.64290,0,-1,
uno,16.89280,42.66130,38.31320,0,-1,
uno,11.65120,339.45500,31.07270,0,-1,
uno,13.17390,209.99700,41.88040,0,-1,
uno,13.42860,100.63800,45.19050,0,-1,
uno,15.07020,119.27400,35.23510,0,-1,
uno,13.66670,332.80300,31.04170,0,-1,
uno,12.76740,80.69340,34.31260,0,-1,
uno,11.82350,211.03600,33.01470,0,-1,
uno,14.55560,80.84160,38.44910,0,-1,
uno,13.31210,34.80750,38.07210,0,-1,
uno,13.29660,184.83700,36.84780,0,-1,
uno,12.07320,73.69320,30.00310,0,-1,
uno,14.11760,330.14000,42.11770,0,-1,
uno,11.94920,79.59880,45.00210,0,-1,
uno,12.00000,118.52500,36.00000,0,-1,
uno,12.85040,51.90140,35.39480,0,-1,
uno,14.25000,251.38100,34.68750,0,-1,
uno,13.93710,161.22400,36.03620,0,-1,
uno,13.94120,342.13000,30.88970,0,-1,
uno,14.62500,67.39120,41.06250,0,-1,
uno,14.11370,119.07800,37.82020,0,-1,
uno,14.83210,147.41100,32.95290,0,-1,
uno,12.80950,345.62400,66.57340,0,-1,
uno,11.40000,86.81490,36.17500,0,-1,
uno,13.30430,343.88100,52.08700,0,-1,
uno,13.00880,216.53100,32.35960,0,-1,
uno,14.53610,100.95300,36.61400,0,-1,
uno,13.18310,68.61250,45.61340,0,-1,
uno,13.71430,121.82900,32.14290,0,-1,
uno,11.70000,37.17990,31.02500,0,-1,
uno,14.06390,143.86600,35.63000,0,-1,
uno,13.29110,169.86800,32.01780,0,-1,
uno,13.00000,339.33500,43.66670,0,-1,
uno,13.39070,333.91900,43.82100,0,-1,
uno,12.77570,317.26700,31.19420,0,-1,
uno,13.02300,102.63500,38.56360,0,-1,
uno,11.83330,358.19600,30.01390,0,-1,
uno,14.04000,100.47500,35.44500,0,-1,
uno,11.63160,74.55990,37.10750,0,-1,
uno,13.60000,70.07470,33.06670,0,-1,
uno,12.65310,144.82900,30.13620,0,-1,
uno,14.52130,64.14650,36.91970,0,-1,
uno,12.77780,324.21200,33.22690,0,-1,
uno,12.45000,327.34500,35.11250,0,-1,
uno,15.22090,162.96000,38.89110,0,-1,
uno,12.45850,38.79050,31.53220,0,-1,
uno,12.50170,312.55600,50.57600,0,-1,
uno,13.03130,312.90200,69.93270,0,-1,
uno,14.26150,6.78991,31.53900,0,-1,
uno,11.26890,313.95700,37.29450,0,-1,
uno,13.19680,30.09040,47.45810,0,-1,
uno,11.80850,344.18800,33.02390,0,-1,
uno,13.56520,255.49500,48.56520,0,-1,
uno,14.39280,311.63100,54.89290,0,-1,
uno,13.79490,200.90200,58.73580,0,-1,
uno,12.39130,262.03100,43.09780,0,-1,
uno,13.62860,19.55270,36.28930,0,-1,
uno,13.08670,240.26600,36.95910,0,-1,
uno,11.94340,90.25400,37.00240,0,-1,
uno,11.68420,120.06800,31.05260,0,-1,
uno,11.92310,286.82300,34.00320,0,-1,
uno,13.82040,346.23800,40.99590,0,-1,
uno,12.94740,54.08960,34.47370,0,-1,
uno,14.00150,328.65700,37.98960,0,-1,
uno,13.36360,277.61100,33.85230,0,-1,
uno,10.66670,59.68810,31.44440,0,-1,
uno,13.45710,123.41700,39.03220,0,-1,
uno,13.15440,277.38500,35.86480,0,-1,
uno,14.16870,211.05200,39.76830,0,-1,
uno,14.33330,192.65800,36.04170,0,-1,
uno,14.00000,182.66900,31.33330,0,-1,
uno,13.38530,52.63720,43.52920,0,-1,
uno,14.75000,108.88400,36.52080,0,-1,
uno,14.78570,293.55200,37.01790,0,-1,
uno,14.05260,82.34530,43.22370,0,-1,
uno,10.42860,43.46740,30.72020,0,-1,
uno,11.86960,22.73440,34.01090,0,-1,
uno,13.73680,258.40200,35.59210,0,-1,
uno,12.95450,320.36300,36.55680,0,-1,
uno,12.35590,51.33400,44.10380,0,-1,
uno,10.78380,128.55900,30.76010,0,-1,
uno,12.18370,228.51900,34.02300,0,-1,
uno,12.86740,228.75900,35.65530,0,-1,
uno,13.50590,290.11300,34.83880,0,-1,
uno,12.48390,324.00800,30.10080,0,-1,
uno,11.76400,149.85400,30.72960,0,-1,
uno,14.04000,222.90700,32.44500,0,-1,
uno,14.50560,277.82400,41.56560,0,-1,
uno,13.69570,238.20800,31.91850,0,-1,
uno,14.69360,1.10617,86.79630,0,-1,
uno,14.02380,218.40300,40.13740,0,-1,
uno,13.07140,27.86730,35.44640,0,-1,
uno,12.45450,71.17240,32.09470,0,-1,
uno,11.11760,82.82930,31.18380,0,-1,
uno,12.48080,3.32104,43.12020,0,-1,
uno,13.50000,356.85900,77.62500,0,-1,
uno,12.31580,158.15500,31.05260,0,-1,
uno,11.83330,16.95780,30.01390,0,-1,
uno,14.30770,49.01580,32.92310,0,-1,
uno,14.76260,228.89400,42.95190,0,-1,
uno,13.38460,353.96700,49.38460,0,-1,
uno,13.10870,92.81920,32.52350,0,-1,
uno,11.61520,206.02500,30.06130,0,-1,
uno,11.40000,339.19400,36.15000,0,-1,
uno,11.71430,299.81000,37.04760,0,-1,
uno,13.20000,354.28300,35.60000,0,-1,
uno,11.93620,80.93520,39.00270,0,-1,
uno,12.21050,57.92050,34.02420,0,-1,
uno,12.43580,225.06000,45.59960,0,-1,
uno,14.55800,244.25100,36.82470,0,-1,
uno,12.50000,36.11700,36.12500,0,-1,
uno,12.89190,281.05000,30.40880,0,-1,
uno,11.94120,287.47800,33.00250,0,-1,
uno,14.28000,193.28900,34.80500,0,-1,
uno,12.50000,170.95900,30.08330,0,-1,
uno,12.83330,224.13200,74.69180,0,-1,
uno,13.53100,37.28070,32.60990,0,-1,
uno,10.33330,55.57610,31.04170,0,-1,
uno,13.45160,346.90500,31.90730,0,-1,
uno,13.57140,53.30580,30.72020,0,-1,
uno,12.95120,313.94000,40.51520,0,-1,
uno,13.68290,191.06400,36.61280,0,-1,
uno,12.00000,43.71890,38.00000,0,-1,
uno,15.00000,332.91500,35.12500,0,-1,
uno,13.73680,269.16100,42.59210,0,-1,
uno,11.45140,310.84600,30.79870,0,-1,
uno,14.67740,245.40800,34.95160,0,-1,
uno,12.19530,25.51100,30.01000,0,-1,
uno,12.62500,333.40300,34.26040,0,-1,
uno,10.62160,280.31600,30.97630,0,-1,
uno,13.34300,210.13600,39.35070,0,-1,
uno,13.33330,51.41610,30.44440,0,-1,
uno,12.09090,92.26580,30.00380,0,-1,
uno,12.35290,323.85500,31.05880,0,-1,
uno,13.16670,69.81060,56.36110,0,-1,
uno,13.12500,133.96200,42.84380,0,-1,
uno,15.96760,229.04600,35.51860,0,-1,
uno,11.00000,179.07600,30.33330,0,-1,
uno,12.25710,351.40300,34.03210,0,-1,
uno,13.83870,20.34460,75.91130,0,-1,
uno,13.57630,43.95540,55.03600,0,-1,
uno,14.16040,59.24960,36.11040,0,-1,
uno,13.88890,103.93400,36.33800,0,-1,
uno,12.83330,19.96020,34.34720,0,-1,
uno,11.40000,9.58887,36.12500,0,-1,
uno,13.50000,220.86200,40.37500,0,-1,
uno,13.34480,108.58300,30.72850,0,-1,
uno,11.85000,183.18900,33.01250,0,-1,
uno,14.41940,338.75900,37.52020,0,-1,
uno,12.85710,218.92000,32.28570,0,-1,
uno,12.50940,83.38870,41.19100,0,-1,
uno,15.27460,41.37640,46.69970,0,-1,
uno,15.66670,55.92280,39.36110,0,-1,
uno,12.36590,206.54300,30.07620,0,-1,
uno,12.60000,222.91000,37.20000,0,-1,
uno,13.28570,267.61000,30.80360,0,-1,
uno,12.57900,219.78700,33.91960,0,-1,
uno,15.29310,299.19900,39.59520,0,-1,
uno,13.38460,318.60800,36.69230,0,-1,
uno,13.67210,222.30400,38.93440,0,-1,
uno,12.30180,135.29700,39.20260,0,-1,
uno,11.87500,176.12900,36.01040,0,-1,
uno,14.35710,206.35600,36.16070,0,-1,
uno,14.39040,69.10490,45.90500,0,-1,
uno,17.25000,347.13000,36.12500,0,-1,
uno,14.75760,207.56100,34.13000,0,-1,
uno,12.56250,18.74710,31.14060,0,-1,
uno,13.96210,186.64600,45.19830,0,-1,
uno,14.16670,348.73800,38.34720,0,-1,
uno,15.66560,200.06900,33.35970,0,-1,
uno,11.47830,226.51600,35.17390,0,-1,
uno,13.89470,356.19500,35.89470,0,-1,
uno,13.07860,19.39400,32.59430,0,-1,
uno,13.58820,0.18899,31.19120,0,-1,
uno,13.87500,244.45200,35.56250,0,-1,
uno,12.40000,104.15400,30.06670,0,-1,
uno,12.97540,322.38000,34.47870,0,-1,
uno,12.30000,341.43100,40.07500,0,-1,
uno,13.17330,228.18800,31.10120,0,-1,
uno,13.47990,216.97500,35.20430,0,-1,
uno,14.22580,214.10800,33.13310,0,-1,
uno,12.60000,318.22700,36.17500,0,-1,
uno,12.33330,335.73200,34.05560,0,-1,
uno,12.60000,326.08000,45.30000,0,-1,
uno,12.36000,91.66240,45.09000,0,-1,
uno,13.72400,357.44600,34.39610,0,-1,
uno,13.80000,205.10800,38.35000,0,-1,
uno,12.33330,82.37710,33.05560,0,-1,
uno,12.69230,311.54200,39.25960,0,-1,
uno,14.78570,119.18400,41.01790,0,-1,
uno,13.07140,215.17700,36.44640,0,-1,
uno,14.34270,24.53650,35.02180,0,-1,
uno,13.25000,291.78400,31.52080,0,-1,
uno,12.92520,52.81970,35.91860,0,-1,
uno,11.89660,295.43900,37.00860,0,-1,
uno,11.85710,313.73700,38.01190,0,-1,
uno,14.48030,204.73200,35.57830,0,-1,
uno,11.62240,230.96500,37.93230,0,-1,
uno,14.12820,276.06100,34.33710,0,-1,
uno,13.13700,212.60300,33.79940,0,-1,
uno,12.81820,221.04000,32.30680,0,-1,
uno,13.97140,203.28500,41.88930,0,-1,
uno,13.44440,114.39300,32.78240,0,-1,
uno,12.14290,206.73300,32.01190,0,-1,
uno,14.56830,263.23700,32.62990,0,-1,
uno,9.85714,318.01100,34.23210,0,-1,
uno,12.87100,356.08900,38.32660,0,-1,
uno,14.75990,225.59400,42.19580,0,-1,
uno,13.00000,45.55820,30.37500,0,-1,
uno,12.46530,334.85900,39.43410,0,-1,
uno,12.63160,301.33400,39.21050,0,-1,
uno,11.83330,83.51260,33.01390,0,-1,
uno,14.97570,229.49100,37.45800,0,-1,
uno,13.31170,232.39900,32.69830,0,-1,
uno,11.25000,143.26500,34.25000,0,-1,
uno,12.36590,244.50200,37.07620,0,-1,
uno,13.50000,324.13300,35.87500,0,-1,
uno,15.00000,333.78100,42.62500,0,-1,
uno,10.80000,331.60100,36.60000,0,-1,
uno,12.08570,38.14160,32.00360,0,-1,
uno,14.19390,318.76300,69.47510,0,-1,
uno,12.90000,44.99110,30.22500,0,-1,
uno,14.27760,192.13900,37.32300,0,-1,
uno,13.92860,234.08000,35.44640,0,-1,
uno,13.92840,182.06800,36.08960,0,-1,
uno,12.75000,196.75600,33.25000,0,-1,
uno,14.01920,198.50000,43.86730,0,-1,
uno,13.76470,354.37300,33.14380,0,-1,
uno,14.98620,28.96060,44.30390,0,-1,
uno,15.14790,220.25100,37.35800,0,-1,
uno,12.88790,38.54970,33.75300,0,-1,
uno,12.64290,358.18500,31.16070,0,-1,
uno,13.00000,283.59100,31.41670,0,-1,
uno,13.10530,55.79530,30.32240,0,-1,
uno,11.64710,189.73400,34.05880,0,-1,
uno,12.59050,23.24810,31.20230,0,-1,
uno,12.33980,217.92800,44.71290,0,-1,
uno,13.07140,281.73800,31.44640,0,-1,
uno,11.66670,297.15600,32.05560,0,-1,
uno,13.38850,237.78600,32.21080,0,-1,
uno,13.15380,29.04390,30.72110,0,-1,
uno,13.36360,24.01080,34.50960,0,-1,
uno,13.50000,113.04600,39.75000,0,-1,
uno,13.30190,13.87300,50.24770,0,-1,
uno,12.85710,22.79930,30.28570,0,-1,
uno,13.37840,90.84050,30.97630,0,-1,
uno,11.79070,85.25600,30.02620,0,-1,
uno,12.45000,133.61500,32.11250,0,-1,
uno,14.47050,150.28100,48.09270,0,-1,
uno,14.35130,89.64700,31.89410,0,-1,
uno,12.52940,184.65400,33.13240,0,-1,
uno,15.00000,147.76000,38.87500,0,-1,
uno,12.42260,325.21300,33.26670,0,-1,
uno,12.13750,43.27220,32.82690,0,-1,
uno,11.75680,140.60600,30.03040,0,-1,
uno,14.23340,75.26700,32.46700,0,-1,
uno,14.10000,16.60840,31.22500,0,-1,
uno,12.31580,240.98100,31.05260,0,-1,
uno,12.00000,32.53700,34.00000,0,-1,
uno,13.55170,205.10600,33.96980,0,-1,
uno,14.55070,92.11390,38.05330,0,-1,
uno,12.35290,57.24430,35.05880,0,-1,
uno,16.65680,236.95900,34.48440,0,-1,
uno,13.58820,206.23100,44.19120,0,-1,
uno,13.29980,63.95320,63.11320,0,-1,
uno,13.21280,63.97920,41.96010,0,-1,
uno,13.75860,58.77300,33.24570,0,-1,
uno,11.91430,56.04850,32.00360,0,-1,
uno,12.83140,208.65500,39.40350,0,-1,
uno,12.90000,68.66640,35.45000,0,-1,
uno,12.53850,248.85300,30.15710,0,-1,
uno,13.77440,207.68700,41.54360,0,-1,
uno,14.20000,62.97110,41.01670,0,-1,
uno,12.87700,338.00300,32.22150,0,-1,
uno,12.50940,143.27000,43.19100,0,-1,
uno,11.48780,346.22800,31.14940,0,-1,
uno,12.70590,344.80300,35.23530,0,-1,
uno,14.75000,214.76500,34.52080,0,-1,
uno,12.29900,259.14500,30.04290,0,-1,
uno,13.09090,129.04300,30.36360,0,-1,
uno,13.84680,1.23923,37.29010,0,-1,
uno,11.40000,82.72500,38.17500,0,-1,
uno,12.94290,334.59800,31.43210,0,-1,
uno,12.47960,204.88900,30.53150,0,-1,
uno,13.56000,62.55630,30.84500,0,-1,
uno,12.31580,327.57000,32.05260,0,-1,
uno,17.37370,53.24360,36.17280,0,-1,
uno,12.81820,171.15200,35.30680,0,-1,
uno,12.04760,42.19460,44.00200,0,-1,
uno,14.69300,201.85900,36.06110,0,-1,
uno,15.89490,123.48000,34.85040,0,-1,
uno,11.75680,38.68890,48.06080,0,-1,
uno,13.61540,233.56400,31.94230,0,-1,
uno,12.15000,3.58353,30.01250,0,-1,
uno,12.17650,123.90400,30.01470,0,-1,
uno,14.40000,74.29770,45.40000,0,-1,
uno,14.45450,245.92700,34.84090,0,-1,
uno,13.28570,12.18580,35.80360,0,-1,
uno,14.50000,200.93200,49.08330,0,-1,
uno,14.41640,119.05400,37.09310,0,-1,
uno,11.89660,111.45700,30.00430,0,-1,
uno,12.35290,120.32100,31.05880,0,-1,
uno,13.55390,27.32400,46.60060,0,-1,
uno,12.68930,324.29200,33.34440,0,-1,
uno,14.11110,36.37100,31.67130,0,-1,
uno,12.63640,171.48400,31.18560,0,-1,
uno,12.47370,11.59650,33.11840,0,-1,
uno,12.00000,218.72600,31.00000,0,-1,
uno,13.93240,228.38900,33.35130,0,-1,
uno,12.88610,109.40800,30.26940,0,-1,
uno,12.70590,260.56400,30.23530,0,-1,
uno,13.95200,1.39054,37.34650,0,-1,
uno,13.95650,265.06900,36.22280,0,-1,
uno,14.82860,145.22000,47.88930,0,-1,
uno,14.41970,232.55100,34.60050,0,-1,
uno,12.57610,203.37400,32.20680,0,-1,
uno,15.31700,162.93900,46.49950,0,-1,
uno,11.86700,239.34900,53.01290,0,-1,
uno,12.11110,51.80960,38.00930,0,-1,
uno,14.81430,220.15400,50.16300,0,-1,
uno,12.88240,77.75940,31.36760,0,-1,
uno,12.10000,301.49000,39.00830,0,-1,
uno,11.93330,231.61100,34.00280,0,-1,
uno,12.53850,284.00600,34.15710,0,-1,
uno,12.62000,267.40100,44.50600,0,-1,
uno,12.83330,286.99000,31.34720,0,-1,
uno,15.00000,43.19100,36.37500,0,-1,
uno,15.39930,48.25480,42.85900,0,-1,
uno,11.39520,66.29880,32.14000,0,-1,
uno,13.56000,297.14800,32.84500,0,-1,
uno,13.05410,103.72000,37.57090,0,-1,
uno,10.83330,62.91170,36.68060,0,-1,
uno,14.42860,299.33000,31.72020,0,-1,
uno,12.55560,18.47320,45.11570,0,-1,
uno,13.19260,56.92350,51.70670,0,-1,
uno,13.36640,227.39900,31.57010,0,-1,
uno,13.58630,337.66600,42.41740,0,-1,
uno,12.72420,64.49310,30.18780,0,-1,
uno,13.06450,165.58800,39.48790,0,-1,
uno,13.63640,47.15730,45.63640,0,-1,
uno,13.16950,45.23360,54.12080,0,-1,
uno,12.93100,241.87900,30.34910,0,-1,
uno,12.90290,296.92800,31.79070,0,-1,
uno,14.16110,49.76370,34.83520,0,-1,
uno,11.61540,116.96800,32.08010,0,-1,
uno,14.62500,60.01340,34.53130,0,-1,
uno,13.20000,29.01120,33.60000,0,-1,
uno,13.80000,75.62440,36.35000,0,-1,
uno,13.30190,77.70790,53.24770,0,-1,
uno,12.23080,60.85500,39.02880,0,-1,
uno,11.40000,138.08800,42.15000,0,-1,
uno,12.05660,311.01600,45.00240,0,-1,
uno,13.85180,327.80300,47.67990,0,-1,
uno,11.75680,320.86900,31.03040,0,-1,
uno,11.68970,279.55900,30.03880,0,-1,
uno,12.81860,303.80500,31.98650,0,-1,
uno,12.52940,46.60870,30.13240,0,-1,
uno,10.96360,63.81800,30.36460,0,-1,
uno,13.12500,268.01600,34.56250,0,-1,
uno,13.50000,77.89040,39.87500,0,-1,
uno,10.73680,239.81500,36.84210,0,-1,
uno,13.29210,53.67990,49.58430,0,-1,
uno,15.51250,300.25100,34.78890,0,-1,
uno,13.36360,82.97870,33.85230,0,-1,
uno,13.61540,211.42800,31.94230,0,-1,
uno,12.24000,55.64490,38.04000,0,-1,
uno,12.33330,53.38770,39.06940,0,-1,
uno,14.46500,279.13500,58.23800,0,-1,
uno,13.34790,204.94800,39.37280,0,-1,
uno,13.96460,54.65650,35.21660,0,-1,
uno,12.33330,308.72800,32.06940,0,-1,
uno,12.24000,58.20650,38.04000,0,-1,
uno,12.83330,223.08700,31.34720,0,-1,
uno,14.18640,346.90100,40.30570,0,-1,
uno,12.74090,296.25900,30.77740,0,-1,
uno,14.36660,231.71300,35.57850,0,-1,
uno,13.38590,215.64400,67.12240,0,-1,
uno,13.94120,135.83000,39.77940,0,-1,
uno,11.81250,23.47190,30.01560,0,-1,
uno,14.12200,128.89200,43.56400,0,-1,
uno,12.00000,184.89500,37.00000,0,-1,
uno,13.10530,281.91700,31.64470,0,-1,
uno,11.12900,42.25920,31.32660,0,-1,
uno,14.37550,153.66300,58.52550,0,-1,
uno,11.50000,276.97800,33.12500,0,-1,
uno,13.00000,255.88100,30.50000,0,-1,
uno,14.07690,256.01900,65.11540,0,-1,
uno,12.39930,254.96900,30.04690,0,-1,
uno,14.05260,226.41500,43.22370,0,-1,
uno,9.00000,269.97500,33.25000,0,-1,
uno,11.86360,44.47570,53.02270,0,-1,
uno,12.23680,319.22900,69.05920,0,-1,
uno,13.15380,267.41900,35.72110,0,-1,
uno,11.57140,39.12150,33.10710,0,-1,
uno,11.04880,343.51700,31.51520,0,-1,
uno,11.68420,316.95800,34.05260,0,-1,
uno,14.55320,113.16100,46.83700,0,-1,
uno,14.27840,264.31600,41.07910,0,-1,
uno,11.42310,244.60600,39.24040,0,-1,
uno,13.64520,241.03700,33.16530,0,-1,
uno,12.90000,255.62500,31.22500,0,-1,
uno,12.28570,48.33930,33.04760,0,-1,
uno,12.63640,84.49160,31.18560,0,-1,
uno,13.60980,256.06300,57.31170,0,-1,
uno,11.57140,255.26300,51.16070,0,-1,
uno,11.52760,256.47100,37.16180,0,-1,
uno,11.90330,50.40880,32.01090,0,-1,
uno,14.03630,293.06600,34.23500,0,-1,
uno,12.62410,81.11930,31.17910,0,-1,
uno,12.11110,91.83300,59.00930,0,-1,
uno,12.15000,91.68330,39.01250,0,-1,
uno,13.10530,83.59670,42.64470,0,-1,
uno,14.17240,102.76100,37.90090,0,-1,
