id,a0,1,a2,a3,a4
cero,72,277.877,27.4947,5,-1
cero,72,92.8388,21.3434,5,-1
cero,72,74.7177,28.6652,5,-1
cero,72,42.0323,34.4444,5,-1
cero,72,207.77,34.8942,5,-1
cero,72,218.918,42.2309,5,-1
cero,72,266.341,35.7908,5,-1
cero,72,287.149,35.8708,5,-1
cero,72,115.735,48.0454,5,-1
cero,72,59.7567,35.344,5,-1
cero,72,84.0324,44.2235,5,-1
cero,72,258.104,51.6319,5,-1
cero,72,87.5628,38.4742,5,-1
cero,72,93.2746,34.81,5,-1
cero,72,39.7052,22.6714,5,-1
cero,72,110.388,29.0393,5,-1
cero,72,267.491,48.1615,5,-1
cero,72,225.874,39.0634,5,-1
cero,72,291.563,46.9917,5,-1
cero,72,264.354,37.6667,5,-1
cero,72,287.097,56.2138,5,-1
cero,72,193.87,25.0883,5,-1
cero,72,316.668,33.7778,5,-1
cero,72,196.995,33.8936,5,-1
cero,72,98.5519,31.538,5,-1
cero,72,220.8,29.7839,5,-1
cero,72,336.476,41.1115,5,-1
cero,72,254.831,31.7268,5,-1
cero,72,246.507,37.2467,5,-1
cero,72,318.885,45.9934,5,-1
cero,72,189.672,38.7481,5,-1
cero,72,71.0742,31.2987,5,-1
cero,72,72.5084,42.6595,5,-1
cero,72,290.069,26.1741,5,-1
cero,72,134.034,59.5467,5,-1
cero,72,136.764,50.1718,5,-1
cero,72,235.086,31.6667,5,-1
cero,72,0.571693,37.8738,5,-1
cero,72,179.645,45.9297,5,-1
cero,72,178.416,43.9899,5,-1
cero,72,29.8563,34.0719,5,-1
cero,72,164.368,59.9993,5,-1
cero,72,80.8844,38.0967,5,-1
cero,72,146.809,38.1948,5,-1
cero,72,168.197,38.3252,5,-1
cero,72,146.497,35.2372,5,-1
cero,72,194.693,26.9701,5,-1
cero,72,66.9138,22.656,5,-1
cero,72,338.722,43.3402,5,-1
cero,72,248.821,39.1283,5,-1
cero,72,281.344,38.7134,5,-1
cero,72,165.305,28.6512,5,-1
cero,72,358.459,46.2164,5,-1
cero,72,357.765,48.6557,5,-1
cero,72,80.9367,41.5973,5,-1
cero,72,48.3721,32.0377,5,-1
cero,72,246.765,36.4903,5,-1
cero,72,332.352,22.0314,5,-1
cero,72,341.197,32.2779,5,-1
cero,72,164.471,41.4987,5,-1
cero,72,209.047,42.003,5,-1
cero,72,321.457,47.6112,5,-1
cero,72,62.4849,45.2571,5,-1
cero,72,236.507,58.5593,5,-1
cero,72,101.874,35.6937,5,-1
cero,72,315.598,28.4312,5,-1
cero,72,6.83154,42.7543,5,-1
cero,72,177.9,30.0544,5,-1
cero,72,341.956,56.4393,5,-1
cero,72,154.382,26.9929,5,-1
cero,72,170.5,34.3036,5,-1
cero,72,82.0425,30.7947,5,-1
cero,72,7.22356,40.111,5,-1
cero,72,320.064,34.3102,5,-1
cero,72,234.314,31.3376,5,-1
cero,72,171.021,26.8116,5,-1
cero,72,310.471,32.1808,5,-1
cero,72,229.616,34.6005,5,-1
cero,72,10.8688,33.3017,5,-1
cero,72,5.32676,46.0626,5,-1
cero,72,58.6268,47.9293,5,-1
cero,72,173.685,40.5614,5,-1
cero,72,227.341,26.9707,5,-1
cero,72,115.626,60.4873,5,-1
cero,72,31.7026,35.7396,5,-1
cero,72,11.2224,45.6616,5,-1
cero,72,6.23757,31.1589,5,-1
cero,72,125.264,29.3806,5,-1
cero,72,82.5214,42.3231,5,-1
cero,72,66.6342,38.8474,5,-1
cero,72,309.028,33.4005,5,-1
cero,72,62.8413,28.1728,5,-1
cero,72,60.6493,33.3763,5,-1
cero,72,14.6517,30.772,5,-1
cero,72,10.2691,28.4522,5,-1
cero,72,168.412,36.2712,5,-1
cero,72,153.13,52.8213,5,-1
cero,72,157.832,26.3553,5,-1
cero,72,141.781,48.3546,5,-1
cero,72,61.5271,30.9744,5,-1
cero,72,234.598,32.3175,5,-1
cero,72,304.783,32.7543,5,-1
cero,72,146.393,37.6892,5,-1
cero,72,142.519,43.0441,5,-1
cero,72,142.502,42.3828,5,-1
cero,72,64.6,43.3555,5,-1
cero,72,212.422,36.2813,5,-1
cero,72,117.916,43.2068,5,-1
cero,72,50.7167,29.2847,5,-1
cero,72,126.919,34.753,5,-1
cero,72,39.3642,39.6245,5,-1
cero,72,56.5217,31.2762,5,-1
cero,72,33.7371,34.2609,5,-1
cero,72,213.989,35.2133,5,-1
cero,72,63.181,31,5,-1
cero,72,38.6358,35.4222,5,-1
cero,72,36.3796,35.8184,5,-1
cero,72,80.608,31.0692,5,-1
cero,72,280.495,33.4856,5,-1
cero,72,144.713,28.8422,5,-1
cero,72,27.6312,40.808,5,-1
cero,72,47.84,23.3058,5,-1
cero,72,8.57782,44.5223,5,-1
cero,72,44.6264,30.1144,5,-1
cero,72,12.199,36.8112,5,-1
cero,72,33.5168,32.0817,5,-1
cero,72,42.4823,40.4981,5,-1
cero,72,33.1848,32.0273,5,-1
cero,72,93.5342,31.7276,5,-1
cero,72,4.62032,27.4151,5,-1
cero,72,40.6665,49.4068,5,-1
cero,72,50.4433,38.6283,5,-1
cero,72,28.8134,49.6395,5,-1
cero,72,44.9532,30.9261,5,-1
cero,72,351.059,64.6199,5,-1
cero,72,26.0681,29.8444,5,-1
cero,72,44.0556,24.1004,5,-1
cero,72,25.1048,30.1157,5,-1
cero,72,11.5595,37.9226,5,-1
cero,72,25.554,40.2189,5,-1
cero,72,67.5128,37.2884,5,-1
cero,72,89.6147,34.93,5,-1
cero,72,267.143,40.7827,5,-1
cero,72,74.0571,28.8957,5,-1
cero,72,267.872,22.8889,5,-1
cero,72,291.98,36.5894,5,-1
cero,72,355.722,39.7977,5,-1
cero,72,232.847,26.8238,5,-1
cero,72,196.007,34.6722,5,-1
cero,72,228.949,35.0005,5,-1
cero,72,10.9275,44.8508,5,-1
cero,72,53.5581,34.5264,5,-1
cero,72,20.3652,27.4407,5,-1
cero,72,102.432,33.3575,5,-1
cero,72,12.5465,28.7796,5,-1
cero,72,293.84,29.4048,5,-1
cero,72,224.654,29.9046,5,-1
cero,72,56.2486,30.5989,5,-1
cero,72,43.124,34.0041,5,-1
cero,72,202.647,17.4444,5,-1
cero,72,41.6733,42.1586,5,-1
cero,72,314.512,44.4987,5,-1
cero,72,246.312,45.9533,5,-1
cero,72,43.8931,28.8998,5,-1
cero,72,19.9849,34.6032,5,-1
cero,72,251.164,25.2501,5,-1
cero,72,183.415,30.4457,5,-1
cero,72,4.07572,34.0297,5,-1
cero,72,270.788,33.3967,5,-1
cero,72,354.718,22.0125,5,-1
cero,72,179.025,29.9249,5,-1
cero,72,198.576,29.5556,5,-1
cero,72,282.772,52.0065,5,-1
cero,72,299.869,43.4734,5,-1
cero,72,179.172,24.5556,5,-1
cero,72,182.76,35.3386,5,-1
cero,72,206.455,44.3446,5,-1
cero,72,252.908,32.8761,5,-1
cero,72,347.445,53.8048,5,-1
cero,72,190.7,22.6667,5,-1
cero,72,190.7,21.1111,5,-1
cero,72,195.134,44.5207,5,-1
cero,72,195.93,58.4842,5,-1
cero,72,176.084,23.5685,5,-1
cero,72,359.935,32.5424,5,-1
cero,72,358.904,25.3889,5,-1
cero,72,290.15,28.5617,5,-1
cero,72,165.363,43.5629,5,-1
cero,72,4.12653,29.92,5,-1
cero,72,292.968,53.4337,5,-1
cero,72,341.532,39.8157,5,-1
cero,72,332.98,45.1593,5,-1
cero,72,136.656,37.8021,5,-1
cero,72,64.8987,35.7791,5,-1
cero,72,191.506,34.2205,5,-1
cero,72,42.0039,34.3333,5,-1
cero,72,358.973,28.9868,5,-1
cero,72,41.4735,45.2919,5,-1
cero,72,0.693961,29.082,5,-1
cero,72,85.5149,45.2629,5,-1
cero,72,298.207,42.5089,5,-1
cero,72,142.231,33.2343,5,-1
cero,72,357.114,40.144,5,-1
cero,72,263.402,36.4444,5,-1
cero,72,162.145,25.8201,5,-1
cero,72,115.669,39.4718,5,-1
cero,72,191.971,37.9022,5,-1
cero,72,327.138,26.4444,5,-1
cero,72,275.909,26.5556,5,-1
cero,72,102.657,39.2246,5,-1
cero,72,36.2659,33.2877,5,-1
cero,72,160.866,22.6496,5,-1
cero,72,152.84,35.3951,5,-1
cero,72,334.426,25.269,5,-1
cero,72,24.3339,21.6628,5,-1
cero,72,84.1757,39.246,5,-1
cero,72,168.425,33.375,5,-1
cero,72,45.9774,32.268,5,-1
cero,72,274.707,33.8192,5,-1
cero,72,64.8035,38.9032,5,-1
cero,72,330.339,39.9588,5,-1
cero,72,150.42,27.7429,5,-1
cero,72,70.2443,37.4446,5,-1
cero,72,263.152,45.5012,5,-1
cero,72,285.339,38.5061,5,-1
cero,72,210.432,49.3185,5,-1
cero,72,302.435,53.8712,5,-1
cero,72,286.079,25.9253,5,-1
cero,72,191.835,49.7751,5,-1
cero,72,15.7138,24.5852,5,-1
cero,72,313.513,45.4778,5,-1
cero,72,273.367,45.8166,5,-1
cero,72,129.271,27.8024,5,-1
cero,72,250.83,30.8391,5,-1
cero,72,6.51764,50.5279,5,-1
cero,72,126.856,26.3967,5,-1
cero,72,55.0036,37.5294,5,-1
cero,72,136.829,53.8873,5,-1
cero,72,59.8515,34.6456,5,-1
cero,72,34.0489,55.0679,5,-1
cero,72,100.302,45.6733,5,-1
cero,72,99.9016,35.3386,5,-1
cero,72,334.314,43.2884,5,-1
cero,72,28.8378,51.2694,5,-1
cero,72,71.4328,43.0645,5,-1
cero,72,271.043,34.4076,5,-1
cero,72,334.711,34.2556,5,-1
cero,72,50.2188,30,5,-1
cero,72,325.414,41.5919,5,-1
cero,72,93.1908,36.3206,5,-1
cero,72,47.2966,45.9638,5,-1
cero,72,104.241,50.4391,5,-1
cero,72,300.62,47.3077,5,-1
cero,72,311.352,28.7044,5,-1
cero,72,273.387,20.7778,5,-1
cero,72,311.939,24.4444,5,-1
cero,72,288.205,37.4585,5,-1
cero,72,99.9468,32.9088,5,-1
cero,72,74.9891,33.8387,5,-1
cero,72,41.8589,54.031,5,-1
cero,72,38.018,47.1001,5,-1
cero,72,41.784,34.4711,5,-1
cero,72,56.5938,35.2669,5,-1
cero,72,158.889,31.645,5,-1
cero,72,63.0942,34.3791,5,-1
cero,72,197.88,21.9641,5,-1
cero,72,74.5453,58.4874,5,-1
cero,72,6.57423,42.1621,5,-1
cero,72,247.285,33.6037,5,-1
cero,72,288.894,42.1821,5,-1
cero,72,231.53,54.8008,5,-1
cero,72,268.924,31.6019,5,-1
cero,72,86.8884,51.2293,5,-1
cero,72,5.58999,40.0223,5,-1
cero,72,96.4906,26.0181,5,-1
cero,72,249.959,38.7778,5,-1
cero,72,320.387,30.8238,5,-1
cero,72,49.6888,35.0871,5,-1
cero,72,218.709,27.2883,5,-1
cero,72,270.894,35.1757,5,-1
cero,72,256.098,39.1056,5,-1
cero,72,260.546,32.8391,5,-1
cero,72,238.995,47.3172,5,-1
cero,72,242.383,54.1131,5,-1
cero,72,341.3,51.238,5,-1
cero,72,210.22,31.1997,5,-1
cero,72,42.0319,87.4303,5,-1
cero,72,351.939,35.8155,5,-1
cero,72,69.5326,35.485,5,-1
cero,72,70.059,38.5076,5,-1
cero,72,242.784,26.1477,5,-1
cero,72,278.907,32.6766,5,-1
cero,72,237.771,27.0224,5,-1
cero,72,336.17,28.0262,5,-1
cero,72,334.172,40.4987,5,-1
cero,72,222.86,58.7416,5,-1
cero,72,77.0954,33.9078,5,-1
cero,72,240.442,41.1466,5,-1
cero,72,206.329,27.4482,5,-1
cero,72,278.018,30.0862,5,-1
cero,72,1.49221,32.021,5,-1
cero,72,231.937,35.2681,5,-1
cero,72,239.685,39.027,5,-1
cero,72,249.112,23,5,-1
cero,72,227.117,45.8326,5,-1
cero,72,295.121,36.7829,5,-1
cero,72,90.0654,44.4943,5,-1
cero,72,3.35904,50.0727,5,-1
cero,72,251.851,28.1878,5,-1
cero,72,37.945,37.0791,5,-1
cero,72,31.3225,28.7444,5,-1
cero,72,188.904,32.1069,5,-1
cero,72,284.329,46.2916,5,-1
cero,72,303.396,22.6228,5,-1
cero,72,314.047,37.6128,5,-1
cero,72,81.8944,41.2712,5,-1
cero,72,350.038,48.2834,5,-1
cero,72,59.9324,32.8038,5,-1
cero,72,59.8505,32.0698,5,-1
cero,72,185.815,57.9477,5,-1
cero,72,11.8202,52.6749,5,-1
cero,72,264.316,46.6999,5,-1
cero,72,309.064,29.8128,5,-1
cero,72,181.561,42.3649,5,-1
cero,72,255.197,41.7031,5,-1
cero,72,330.374,41.8857,5,-1
cero,72,300.014,43.7294,5,-1
cero,72,140.924,44.3786,5,-1
cero,72,225.937,49.5138,5,-1
cero,72,226.322,28.3077,5,-1
cero,72,81.3442,45.8221,5,-1
cero,72,243.122,29.9439,5,-1
cero,72,295.142,59.2932,5,-1
cero,72,340.962,30.7675,5,-1
cero,72,193.305,28.6974,5,-1
cero,72,43.2879,40.4655,5,-1
cero,72,17.6088,38.494,5,-1
cero,72,133.475,54.0083,5,-1
cero,72,344.474,28.013,5,-1
cero,72,285.275,41.8688,5,-1
cero,72,288.9,33.8482,5,-1
cero,72,301.37,36.4666,5,-1
cero,72,202.114,33.2856,5,-1
cero,72,116.543,37.3253,5,-1
cero,72,129.078,28.5442,5,-1
cero,72,128.794,37.8946,5,-1
cero,72,284.846,41.3539,5,-1
cero,72,310.776,49.5825,5,-1
cero,72,91.8102,30.3945,5,-1
cero,72,107.703,32.1371,5,-1
cero,72,102.101,30.4228,5,-1
cero,72,152.296,32.8263,5,-1
cero,72,113.478,40.0088,5,-1
cero,72,324.062,37.4794,5,-1
cero,72,328.299,36.9044,5,-1
cero,72,346.382,71.6584,5,-1
cero,72,333.621,27.1111,5,-1
cero,72,327.553,27.3296,5,-1
cero,72,220.377,33.8798,5,-1
cero,72,121.633,26.3977,5,-1
cero,72,342.841,44.3769,5,-1
cero,72,34.7416,35.6998,5,-1
cero,72,204.412,43.5248,5,-1
cero,72,43.3718,54.3875,5,-1
cero,72,82.3805,74.277,5,-1
cero,72,339.24,41.6736,5,-1
cero,72,355.051,55.2766,5,-1
cero,72,94.7924,47.0011,5,-1
cero,72,106.709,54.2552,5,-1
cero,72,81.7438,38.3945,5,-1
cero,72,104.17,35.6922,5,-1
cero,72,37.2315,46.8618,5,-1
cero,72,181.103,31.4669,5,-1
cero,72,122.001,34.8027,5,-1
cero,72,89.7855,32.8021,5,-1
cero,72,57.1644,56.8521,5,-1
cero,72,154.62,27.5377,5,-1
cero,72,112.731,29.3555,5,-1
cero,72,283.545,27.1557,5,-1
cero,72,226.018,49.066,5,-1
cero,72,304.583,29.7901,5,-1
cero,72,339.1,36.2021,5,-1
cero,72,306.197,29.4185,5,-1
cero,72,325.975,38.4585,5,-1
cero,72,199.776,19.8889,5,-1
cero,72,228.179,35.9547,5,-1
cero,72,331.437,56.2388,5,-1
cero,72,188.331,57.3864,5,-1
cero,72,266.185,26.9421,5,-1
cero,72,271.457,16.7778,5,-1
cero,72,3.78202,29.2955,5,-1
cero,72,257.61,31.0496,5,-1
cero,72,341.914,24.2161,5,-1
cero,72,252.789,21.6489,5,-1
cero,72,24.871,46.5556,5,-1
cero,72,299.57,52.1018,5,-1
cero,72,337.407,34.1176,5,-1
cero,72,324.039,49.5375,5,-1
cero,72,20.4314,31.2131,5,-1
cero,72,276.479,42.1088,5,-1
cero,72,342.479,57.7766,5,-1
cero,72,154.846,53.5793,5,-1
cero,72,217.501,37.3555,5,-1
cero,72,276.641,35.4132,5,-1
cero,72,144.964,35.7769,5,-1
cero,72,352.885,54.5048,5,-1
cero,72,313.94,49.6035,5,-1
cero,72,162.346,35.1413,5,-1
cero,72,17.0878,24.9763,5,-1
cero,72,73.0542,39.1771,5,-1
cero,72,61.3101,35.7121,5,-1
cero,72,39.2272,35.1742,5,-1
cero,72,316.224,27.0857,5,-1
cero,72,329.991,34.5958,5,-1
cero,72,339.873,28.1621,5,-1
cero,72,346.373,27.93,5,-1
cero,72,328.208,34.481,5,-1
cero,72,5.00231,33.518,5,-1
cero,72,149.581,66.7508,5,-1
cero,72,69.991,60.3482,5,-1
cero,72,59.8264,31.0008,5,-1
cero,72,160.382,34.3693,5,-1
cero,72,14.7659,46.2779,5,-1
cero,72,140.222,32.5297,5,-1
cero,72,160.242,37.6885,5,-1
cero,72,24.1695,36.3622,5,-1
uno,11.9268,163.712,38.0031,0,-1
uno,14.4052,186.681,39.7012,0,-1
uno,14.5556,270.834,38.4491,0,-1
uno,13.9655,188.618,36.556,0,-1
uno,13.084,355.73,34.6474,0,-1
uno,13.0807,184.299,33.1956,0,-1
uno,13.1143,188.24,41.6036,0,-1
uno,14.4419,17.668,50.5611,0,-1
uno,14.52,134.945,32.205,0,-1
uno,14.7,35.3069,48.05,0,-1
uno,14.2305,192.659,49.3702,0,-1
uno,13.7513,358.318,36.7305,0,-1
uno,13.2581,199.34,32.6814,0,-1
uno,14.3036,190.481,46.7516,0,-1
uno,13.4571,176.147,40.0322,0,-1
uno,11.7273,71.4384,30.0568,0,-1
uno,13.1796,163.516,33.6936,0,-1
uno,11.2942,192.26,33.8916,0,-1
uno,12.3758,168.991,40.0451,0,-1
uno,15.9024,77.1203,41.8033,0,-1
uno,12.8438,13.6115,56.6328,0,-1
uno,12,205.505,32,0,-1
uno,14.8065,62.3175,42.3911,0,-1
uno,12.7297,74.77,31.2737,0,-1
uno,13.9091,144.478,37.6705,0,-1
uno,12.913,76.7791,33.5326,0,-1
uno,12,205.726,31,0,-1
uno,18,189.319,54.333,0,-1
uno,11.7907,113.494,31.0262,0,-1
uno,13.3911,184.438,39.7256,0,-1
uno,11.7,199.819,34.075,0,-1
uno,14.1346,93.8285,33.9583,0,-1
uno,13.8272,322.194,34.7503,0,-1
uno,12.8,194.426,34.2667,0,-1
uno,12.8441,198.412,31.1222,0,-1
uno,14.7073,340.124,57.1738,0,-1
uno,15.4126,161.181,46.065,0,-1
uno,15,57.5315,32.875,0,-1
uno,15.1687,200.785,34.984,0,-1
uno,11.6809,338.043,42.0665,0,-1
uno,13.1667,189.272,34.6806,0,-1
uno,13.6667,22.295,39.3889,0,-1
uno,13.3367,18.8132,42.935,0,-1
uno,11.5532,340.755,34.1303,0,-1
uno,15.0503,78.407,47.4879,0,-1
uno,13.3059,341.652,73.0132,0,-1
uno,11.5909,217.008,38.1023,0,-1
uno,13.5,88.5735,35.875,0,-1
uno,13,283.362,31.4583,0,-1
uno,13,290.342,30.4583,0,-1
uno,13.9567,305.6,79.3621,0,-1
uno,11.4,226.292,30.225,0,-1
uno,14.0769,139.607,35.5577,0,-1
uno,12.8824,24.5786,54.7353,0,-1
uno,14.7778,227.438,33.8935,0,-1
uno,14.8333,269.147,50.0139,0,-1
uno,12.75,131.39,35.375,0,-1
uno,13.5455,215.524,32.0947,0,-1
uno,12.5143,4.75109,51.2571,0,-1
uno,13.6452,271.538,33.1653,0,-1
uno,13.05,209.583,38.6125,0,-1
uno,11.4706,320.628,30.1324,0,-1
uno,13.4067,247.086,32.1243,0,-1
uno,15.0142,117.985,38.6507,0,-1
uno,14.2941,176.977,38.4853,0,-1
uno,12.5341,183.093,37.315,0,-1
uno,15,96.0484,37.125,0,-1
uno,12.9429,12.6404,33.4321,0,-1
uno,13.0389,45.0007,32.8447,0,-1
uno,13.4106,153.612,42.0653,0,-1
uno,13.7647,242.492,35.4706,0,-1
uno,13.9105,356.216,36.2581,0,-1
uno,13.3448,57.4477,30.7285,0,-1
uno,13.7273,21.5618,35.3674,0,-1
uno,14.5862,348.702,36.694,0,-1
uno,13.7586,182.97,32.2457,0,-1
uno,17.4828,24.6855,71.1078,0,-1
uno,14.6471,64.5323,36.6544,0,-1
uno,13.3846,137.362,30.6923,0,-1
uno,12.2857,274.943,39.0476,0,-1
uno,14.4545,282.377,46.7614,0,-1
uno,13.8333,213.681,40.6806,0,-1
uno,14.6,137.919,40.8167,0,-1
uno,14.6723,165.404,39.6228,0,-1
uno,13.4408,358.046,40.8199,0,-1
uno,14.0909,169.107,40.0038,0,-1
uno,12.6214,263.492,30.2319,0,-1
uno,14.52,30.4949,38.205,0,-1
uno,13.125,302.157,34.5625,0,-1
uno,12.1111,315.074,33.0046,0,-1
uno,15.1715,174.804,35.2597,0,-1
uno,13.9932,159.032,37.724,0,-1
uno,13.5,62.752,41.25,0,-1
uno,12.7282,325.173,42.4929,0,-1
uno,14.185,178.111,32.5251,0,-1
uno,12.1872,311.547,32.0174,0,-1
uno,14.119,60.8998,43.1017,0,-1
uno,13.6154,102.696,40.4135,0,-1
uno,13.8067,182.079,36.1101,0,-1
uno,14,235.111,39.3333,0,-1
uno,13.8106,262.663,54.5015,0,-1
uno,14.4459,286.777,38.7342,0,-1
uno,12,171.903,33,0,-1
uno,14,141.01,51.3333,0,-1
uno,18,193.975,48.2227,0,-1
uno,14.6692,334.724,48.7702,0,-1
uno,16.6754,293.285,50.7577,0,-1
uno,13.2843,151.547,40.5428,0,-1
uno,13.8333,172.497,31.6806,0,-1
uno,13.6115,138.629,34.4657,0,-1
uno,13.9655,156.116,32.556,0,-1
uno,11.375,181.586,35.2604,0,-1
uno,12.879,20.8839,55.8888,0,-1
uno,14.5733,298.523,32.2773,0,-1
uno,12.913,134.098,44.5326,0,-1
uno,14.1429,278.442,39.2321,0,-1
uno,11.8666,4.27009,37.4975,0,-1
uno,14.25,13.9677,32.6875,0,-1
uno,11.4783,347.501,30.1739,0,-1
uno,11.9333,137.169,33.0028,0,-1
uno,13.32,326.026,37.605,0,-1
uno,12.9765,204.285,31.3197,0,-1
uno,12.2571,355.456,49.0643,0,-1
uno,13.6452,293.442,36.1653,0,-1
uno,12.2,155.715,33.025,0,-1
uno,12.8182,348.425,34.3068,0,-1
uno,12.0732,351.402,33.0031,0,-1
uno,13.3019,12.743,52.2477,0,-1
uno,14.6,356.11,46.8167,0,-1
uno,13.2857,143.444,36.8036,0,-1
uno,12.3684,337.195,38.1075,0,-1
uno,13.5333,356.867,45.4695,0,-1
uno,12.8199,225.046,32.2733,0,-1
uno,13.5159,301.916,32.9484,0,-1
uno,11.9333,349.563,38.0028,0,-1
uno,12.8571,358.745,47.4286,0,-1
uno,14.4375,220.898,37.6406,0,-1
uno,12.36,81.4374,32.09,0,-1
uno,14.138,64.2772,34.9759,0,-1
uno,12.5324,49.2129,33.0374,0,-1
uno,11.4615,334.639,32.1571,0,-1
uno,13.9986,90.6702,39.9978,0,-1
uno,12.0638,70.8311,33.0027,0,-1
uno,12.9944,65.9253,32.4993,0,-1
uno,14.4783,91.3979,35.962,0,-1
uno,11.3265,341.388,35.3087,0,-1
uno,14.3557,227.222,36.1681,0,-1
uno,12.5745,98.2513,43.2154,0,-1
uno,12.4839,146.907,31.1008,0,-1
uno,13.9981,204.825,62.8622,0,-1
uno,16.1011,82.2878,44.5266,0,-1
uno,12.9545,347.728,46.5568,0,-1
uno,14.3333,208.259,37.7222,0,-1
uno,13.1407,94.8692,39.0746,0,-1
uno,14.3077,47.6334,31.9231,0,-1
uno,12.4839,207.461,34.1008,0,-1
uno,12.5143,352.866,38.066,0,-1
uno,14.0769,352.933,49.3365,0,-1
uno,14.1176,275,33.1177,0,-1
uno,13.2834,34.0293,32.9447,0,-1
uno,10.875,187.821,33.5625,0,-1
uno,12,331.006,36,0,-1
uno,12.8389,232.002,42.5216,0,-1
uno,13.2,190.168,37.6,0,-1
uno,12.6818,331.572,36.2841,0,-1
uno,13.8462,198.768,36.2308,0,-1
uno,13.1698,217.501,33.6336,0,-1
uno,12.6818,347.645,38.2841,0,-1
uno,12.6,357.145,32.15,0,-1
uno,13.56,350.276,34.3719,0,-1
uno,12.8182,265.201,36.3068,0,-1
uno,11.6786,345.144,35.0804,0,-1
uno,12.5745,179.196,36.2154,0,-1
uno,13.1143,312.663,36.6036,0,-1
uno,13.6788,45.1514,48.1231,0,-1
uno,11.9524,192.443,37.002,0,-1
uno,13.2327,131.079,35.7552,0,-1
uno,12.6,347.124,36.2,0,-1
uno,13.3435,337.111,37.1043,0,-1
uno,14.6842,126.541,47.9013,0,-1
uno,13.0909,91.9206,39.7273,0,-1
uno,13.4305,189.953,32.5151,0,-1
uno,13.9654,130.833,40.2471,0,-1
uno,11.8364,161.316,36.0205,0,-1
uno,12.4287,63.5747,35.1322,0,-1
uno,15.0652,338.425,37.6144,0,-1
uno,12.8,167.117,31.2667,0,-1
uno,13.9222,30.647,37.4065,0,-1
uno,13.4878,81.2427,36.1227,0,-1
uno,13.1882,208.371,33.3669,0,-1
uno,11.3684,132.449,30.2105,0,-1
uno,14.75,56.285,35.5208,0,-1
uno,12.7333,47.4411,45.3361,0,-1
uno,13.9565,347.918,32.2228,0,-1
uno,13.4681,261.641,40.4069,0,-1
uno,18,104.351,38,0,-1
uno,13.1818,169.305,30.6402,0,-1
uno,13.6967,268.229,33.1856,0,-1
uno,14,272.029,35.6667,0,-1
uno,13.125,80.689,36.5625,0,-1
uno,13.32,97.4253,31.605,0,-1
uno,11.9455,173.908,40.0023,0,-1
uno,12.0566,120.288,37.0024,0,-1
uno,11.1667,62.1465,31.3472,0,-1
uno,11.5714,115.627,32.0655,0,-1
uno,14.5,237.631,41.125,0,-1
uno,14.3361,36.7251,36.9147,0,-1
uno,13.8257,308.275,38.3514,0,-1
uno,12.8182,304.166,32.3068,0,-1
uno,13.569,14.1411,36.7929,0,-1
uno,13.6452,231.276,33.1653,0,-1
uno,14.3075,302.053,42.8933,0,-1
uno,13.5598,329.414,34.8997,0,-1
uno,13.4348,307.911,30.6576,0,-1
uno,14.2083,316.637,32.9677,0,-1
uno,13.4516,322.668,38.9073,0,-1
uno,12.2381,315.86,38.0292,0,-1
uno,13.32,237.997,36.605,0,-1
uno,13.8,173.354,41.575,0,-1
uno,13.6,238.213,32.0667,0,-1
uno,14.7975,281.354,49.9371,0,-1
uno,14.8118,268.718,39.7207,0,-1
uno,14.0178,353.004,32.567,0,-1
uno,16.231,90.9271,39.3986,0,-1
uno,12.9854,258.884,31.7603,0,-1
uno,14.7207,186.819,42.3426,0,-1
uno,11.7143,280.829,32.0476,0,-1
uno,15.4529,272.469,48.8508,0,-1
uno,14.1429,54.6602,40.2321,0,-1
uno,14.0386,73.3213,47.0181,0,-1
uno,13.8082,265.79,36.4734,0,-1
uno,14.0499,210.353,37.5949,0,-1
uno,13.0714,13.0383,31.4464,0,-1
uno,13.6683,95.5687,33.561,0,-1
uno,14.3359,150.57,32.1304,0,-1
uno,18,19.5244,41.333,0,-1
uno,12.3883,340.52,31.5169,0,-1
uno,12.4,348.175,30.0667,0,-1
uno,18,262.428,44.7773,0,-1
uno,15,78.4934,34,0,-1
uno,12.2857,278.816,41.0476,0,-1
uno,13.56,239.647,32.845,0,-1
uno,12.9326,50.0891,37.2079,0,-1
uno,14,116.842,34.6667,0,-1
uno,14.1818,329.341,38.4546,0,-1
uno,15.5425,328.999,40.0599,0,-1
uno,11.3636,317.724,31.1856,0,-1
uno,12.4468,324.541,42.1303,0,-1
uno,12.0811,98.3018,35.0034,0,-1
uno,12.1765,109.504,32.0147,0,-1
uno,12.625,331.925,37.2604,0,-1
uno,11.2286,177.076,30.2893,0,-1
uno,13.5823,153.876,40.7927,0,-1
uno,13,216.513,30.625,0,-1
uno,13.8,212.328,48.8,0,-1
uno,15,84.6586,41.5,0,-1
uno,13.7442,253.066,44.8169,0,-1
uno,14.8928,143.848,37.0271,0,-1
uno,14.6292,327.376,43.4018,0,-1
uno,14.7,248.921,32.025,0,-1
uno,13.6286,304.53,34.2893,0,-1
uno,13.6527,76.2819,39.1472,0,-1
uno,14.1628,317.61,48.7936,0,-1
uno,14.1818,4.84692,36.4546,0,-1
uno,11.8889,7.1324,30.0046,0,-1
uno,11.4,211.624,32.2,0,-1
uno,12.8824,276.584,34.3676,0,-1
uno,13,294.382,43.5833,0,-1
